id,prenom,nom,genre,orientation,age,email,username,password,ville,pays,hobby1,hobby2,hobby3,taille,poids
245,Louise,Delahaye,Non-binaire,Hétérosexuel.le,57,louise.delahaye.9001.969@bouygtel.fr,LouiseDelahaye8721969,2ff81f8588f4bab6847ead7d68dca0ff686e7ab96be27be92c615b188692536f,Nantes,France,lecture,,,165.5,96.9
246,Cécile,Lecomte,Femme,Homosexuel.le,36,cécile.lecomte.2404.3361@gmail.com,CécileLecomte8079844,12f4f74cf60425d13827b316f54e9ad2efcd62ee23f4ec156846c3d2098026d6,Nantes,France,dessin,danse,,172.6,65.0
247,Monique,Vallet,Femme,Autre,65,monique.vallet.8258.5786@gmail.com,MoniqueVallet47780788,57f9f3beb1a50a05f0c5d64ff29d055225fccc46933884618d66dc2226249282,Lyon,France,sport,,,178.7,86.8
248,Sophie,Roussel,Autre,Hétérosexuel.le,31,sophie.roussel.6210.1987@gmail.com,SophieRoussel12339270,467815f387260483684359e8aedf25eed7045391b5bf40aa2cbcadc4e789995c,Nantes,France,cinéma,animaux,,178.7,75.8
249,Patrick,Fernandez,Homme,Homosexuel.le,27,patrick.fernandez.9762.7455@yahoo.fr,PatrickFernandez72775710,8259f0a18638ba93b9f0c93112feabfea70964b537e8cffc617fe86a5a26d54b,Paris,France,randonnée,photographie,cuisine,173.7,72.6
250,William,Olivier,Homme,Hétérosexuel.le,29,william.olivier.3745.2780@voila.fr,WilliamOlivier10411100,d10819d2c73399b3ae6c86464846696f637ba041f8f78e0e79cc74b329664ea5,Nice,France,photographie,théâtre,,177.9,86.6
251,Wanda,Aumann,Femme,Hétérosexuel.le,33,wanda.aumann.5621.4442@aol.de,WandaAumann24968482,b2fa9d3844680fb796e51ae7f1426145aeaedcc355700546f2c0a644f3e1fe38,Munich,Allemagne,jeu de société,sport,jeux vidéo,184.3,59.3
252,Anna-Luise,Graf,Femme,Autre,55,anna-luise.graf.2179.6874@yahoo.de,Anna-LuiseGraf14978446,396e507bbb41cc9d4db997818138a37901c1d7f5f0386e38498a0fff3eccb7d4,Hanovre,Allemagne,sport,randonnée,,153.6,84.9
253,Hélène,Vidal,Femme,Homosexuel.le,55,hélène.vidal.6003.1988@dbmail.com,HélèneVidal11933964,673dc504757f5e49ea7ec57827f0a01b8b4b4f3c1d112dd0b774affb4b080025,Lille,France,sport,,,158.0,51.4
254,Adrien,Vidal,Homme,Hétérosexuel.le,45,adrien.vidal.4113.4847@tele2.fr,AdrienVidal19935711,4f79e383f7bd6ed48415e4febf240767929a5a3194f54791a8fb2702a96b9ff1,Marseille,France,randonnée,,,183.3,109.0
255,Nathalie,Millet,Femme,Hétérosexuel.le,60,nathalie.millet.3298.3282@ifrance.com,NathalieMillet10824036,433a40a3b9987c42f0fada35dcd1f537f7ed026a1c83168863f6572f415702bc,Montpellier,France,danse,sport,randonnée,178.0,68.7
256,Aimé,Raynaud,Homme,Hétérosexuel.le,33,aimé.raynaud.6483.1646@ifrance.com,AiméRaynaud10671018,7bc41a3643a1fb1bbc54a83ae2ce79cf49e2c05e4350d45505531291c9f5abb4,Montpellier,France,sport,théâtre,,195.8,109.8
257,Juan José,Nuñez,Homme,Autre,53,juan josé.nuñez.5808.2529@gmail.com,Juan JoséNuñez14688432,f45af966685ed5595ff51148e88a173fdc52d9ce5fe34dd8e7faa82fcf91ef33,Barcelone,Espagne,cuisine,yoga,théâtre,197.3,99.2
258,Dominique,Gauthier,Femme,Homosexuel.le,32,dominique.gauthier.602.8571@live.com,DominiqueGauthier5159742,874a38472362eaaf953c1ff2935b79e6a04e7a46f66f8f259491eff1761300ce,Paris,France,photographie,randonnée,,177.3,76.0
259,Emmanuel,Moulin,Homme,Homosexuel.le,59,emmanuel.moulin.8861.5477@voila.fr,EmmanuelMoulin48531697,61e6b747f439b59f67570adfde7322535ed87ac9e4d1981888256898dfdcd4a2,Nice,France,dessin,,,165.0,105.6
260,Vincent,Bonnin,Homme,Hétérosexuel.le,55,vincent.bonnin.9020.1191@yahoo.fr,VincentBonnin10742820,d55196f5c9e9c5495d86b3150c5c51267883c0143107fa24764f69d29c258a63,Strasbourg,France,lecture,,,192.6,74.3
261,Monique,Lelièvre,Non-binaire,Hétérosexuel.le,55,monique.lelièvre.4643.6533@tiscali.fr,MoniqueLelièvre30332719,ab53a5e07f0039bead98136bbeb0d04ab391f2d9cb6739515e695105e989b7de,Montpellier,France,cuisine,cinéma,photographie,181.9,75.5
262,Lucy,Jacques,Femme,Hétérosexuel.le,57,lucy.jacques.7186.4427@sfr.fr,LucyJacques31812422,34a2c088b37ad5dee890d1b67745943e866081a224f80f0ad336e0140fe6d07b,Toulouse,France,sport,,,162.9,46.1
263,Éléonore,Weiss,Femme,Homosexuel.le,20,éléonore.weiss.8459.7045@free.fr,ÉléonoreWeiss59593655,4f3bad931838b2f56585ae362ae689f0707c4332810c2c85adf59fb1f7c7563b,Lille,France,sport,lecture,,183.6,80.3
264,Émilie,Deschamps,Femme,Homosexuel.le,49,émilie.deschamps.7190.9138@free.fr,ÉmilieDeschamps65702220,a47994718daa37a9c5a81e49bd6561ba7fdfcd28e16440df1239cc7c7b16912c,Lille,France,yoga,photographie,,150.9,67.5
265,Monique,Gomes,Femme,Hétérosexuel.le,28,monique.gomes.2909.7285@orange.fr,MoniqueGomes21192065,5824375e13fe06260badc7e2aa407763ea101dc7aaec3ff298af9ed6fdb6207a,Paris,France,yoga,animaux,,158.0,67.3
266,Abril,Cárdenas,Femme,Autre,21,abril.cárdenas.9277.3456@hotmail.com,AbrilCárdenas32061312,b75f29be4c1e31fb0906714aa0ce90642bd4bc137297dede47c4f739e3f2ffe1,Murcie,Espagne,musique,,,161.6,80.7
267,Anaïs,Boyer,Femme,Hétérosexuel.le,59,anaïs.boyer.3886.5361@hotmail.fr,AnaïsBoyer20832846,69ecfda1e67753826ca213cc29ddc123cdd933e949e2431a3a9f60baa030198a,Marseille,France,voyage,cinéma,dessin,158.8,85.1
268,Audrey,Ribeiro,Femme,Hétérosexuel.le,59,audrey.ribeiro.6671.1758@laposte.net,AudreyRibeiro11727618,4037e951071ce6c3095e105a1c4e31829f415970635b3d9f213b16fcea5eab3e,Bordeaux,France,voyage,sport,yoga,157.4,79.6
269,Mathilde,Leroy,Femme,Homosexuel.le,27,mathilde.leroy.9183.2845@gmail.com,MathildeLeroy26125635,47a339b734f53abe716ac712c1c88d7a77a2dc34abd52f33b9117372b6403e24,Bordeaux,France,cinéma,,,152.8,71.2
270,Bertrand,Benoit,Homme,Homosexuel.le,30,bertrand.benoit.9328.4285@tele2.fr,BertrandBenoit39970480,e2be468afd077e2f7d0d2b6107a344850e25def460a2452c9f82d44fdced5970,Bordeaux,France,théâtre,,,185.4,107.6
271,Christophe,Roche,Homme,Hétérosexuel.le,45,christophe.roche.3510.1749@gmail.com,ChristopheRoche6138990,4d6d34334e43d927e01bc708893007bfadf06324925e1ba88a47460b00a457d0,Nice,France,jeux vidéo,,,188.1,108.2
272,Nathalie,Peltier,Non-binaire,Hétérosexuel.le,21,nathalie.peltier.8782.6543@gmail.com,NathaliePeltier57460626,03f539d029cb276cd02f3566c18e0b16cef33cc467f6ab7019b55a6bf620751f,Lyon,France,soirées,,,185.0,50.8
273,Natalie,Geißler,Femme,Hétérosexuel.le,32,natalie.geißler.1236.5653@aol.de,NatalieGeißler6987108,bedf63998efeb6650d50397a590f11b448f8ad61b0357aa4ee3aaa067e1bae9f,Munich,Allemagne,voyage,jeux vidéo,yoga,155.0,67.8
274,Franck,Rousseau,Homme,Hétérosexuel.le,37,franck.rousseau.1153.3413@sfr.fr,FranckRousseau3935189,8825d05cbf3b9d270f4ba429bfdffda77307b4429a0a28aacbd9916232ae78ba,Strasbourg,France,soirées,dessin,,172.4,76.7
275,Franck,Chauveau,Homme,Homosexuel.le,36,franck.chauveau.7376.8942@wanadoo.fr,FranckChauveau65956192,69e09b19049510cbb09995564736657bdcddbf9fb6606e2a82e75c68393c8a76,Lille,France,cuisine,cinéma,,182.2,81.9
276,Danielle,Robin,Femme,Homosexuel.le,22,danielle.robin.6040.8443@free.fr,DanielleRobin50995720,17ee9c51b05b26ec38bb00e034c2dad91c61b3c464ca964ef9dfd69cede8fbae,Montpellier,France,musique,jeux vidéo,,161.7,71.8
277,Zacharie,Briand,Homme,Hétérosexuel.le,24,zacharie.briand.961.5072@noos.fr,ZacharieBriand4874192,2bf2005fe56bfe457f296e71405544bef4026224c0ab50a00ab1ff1589494468,Nice,France,sport,danse,,175.6,80.2
278,Stéphane,Martins,Homme,Hétérosexuel.le,32,stéphane.martins.4445.5438@hotmail.fr,StéphaneMartins24171910,e9cb275430e1a6c494f1da61d5523157a0202a027ce6f8393b066817e489f5d1,Nantes,France,théâtre,yoga,,177.6,92.5
279,Rémy,Bègue,Homme,Hétérosexuel.le,38,rémy.bègue.6544.9277@hotmail.fr,RémyBègue60708688,060d6872a91adb314549891ab206144ea6e03257b9adafcd05506c90dee4e615,Montpellier,France,théâtre,sport,,166.7,75.4
280,Antoine,Jacquet,Non-binaire,Autre,62,antoine.jacquet.6975.7646@laposte.net,AntoineJacquet53330850,e9961cd7a03a968aed24ce41f4e027f72b2940073b3d50185f4260a5375cef88,Lille,France,voyage,lecture,,151.6,82.8
281,Simone,Marchal,Femme,Homosexuel.le,54,simone.marchal.3404.7556@hotmail.fr,SimoneMarchal25720624,72903a36364be6b49691dcfff3b65ccde12193b84fc9ea70ec0f32bb53be4eb2,Montpellier,France,animaux,,,166.1,89.3
282,Auguste,Perrier,Homme,Hétérosexuel.le,44,auguste.perrier.1108.7681@noos.fr,AugustePerrier8510548,5652ef1da9933d8c88e56a46a1f028ece08ed520b7b9b329e6e5c2e5e2d63d92,Bordeaux,France,dessin,randonnée,théâtre,170.0,92.4
283,Astrid,Nicolas,Non-binaire,Hétérosexuel.le,32,astrid.nicolas.646.1548@laposte.net,AstridNicolas1000008,fde52c8ce4299f77388e2da94a6b2022fedad23d144584cec9ee92c6f21638de,Strasbourg,France,dessin,cinéma,,169.9,61.5
284,Pénélope,Laine,Femme,Hétérosexuel.le,55,pénélope.laine.773.2743@orange.fr,PénélopeLaine2120339,a539f426dd4fe30aba174cd856cf525369fc286cf64771ba14b4fac8913ac94f,Marseille,France,lecture,danse,yoga,171.2,73.3
285,Marcel,Renaud,Homme,Hétérosexuel.le,23,marcel.renaud.636.5906@free.fr,MarcelRenaud3756216,505104d2e6ad2d38fcb0409a1bb4373d9f989356af0aae5b6129ba358a52bb53,Nantes,France,cuisine,soirées,,178.8,80.1
286,Antoine,Allain,Non-binaire,Hétérosexuel.le,19,antoine.allain.6865.5492@wanadoo.fr,AntoineAllain37702580,56c6c8bdab582dc5888942af42306ead5cfd1ff287030b97d5c3ac3210f40910,Nice,France,randonnée,,,166.1,50.4
287,Marine,Jean,Femme,Hétérosexuel.le,60,marine.jean.1693.2152@tele2.fr,MarineJean3643336,9f2d7a7faf7c6b500a1b162e85a5e022a9eedda5b094eb76c11e7ea50d71c13b,Marseille,France,cinéma,,,184.8,70.3
288,Odette,Masse,Femme,Homosexuel.le,26,odette.masse.4709.6156@free.fr,OdetteMasse28988604,ae87bcaa2965c7bb5d48baa861c3bc3d3a606a63ff3fb74bc7717f6af2677bc0,Montpellier,France,soirées,,,179.8,68.6
289,Lorraine,Leroy,Femme,Hétérosexuel.le,36,lorraine.leroy.8665.2542@live.com,LorraineLeroy22026430,6548e8e2b4ad61e5f6aa474c24ff5c6a2cc9fcaaaff87713fe293822fe02eaf6,Toulouse,France,musique,théâtre,,164.7,58.4
290,Zacharie,Schneider,Homme,Hétérosexuel.le,35,zacharie.schneider.2572.8133@club-internet.fr,ZacharieSchneider20918076,93c77e4cf51fbd9b4fa598d6b2f51ee154e36d1ab8a9f30372aad860713858ea,Toulouse,France,lecture,,,169.0,67.0
291,Stéphanie,Ribeiro,Autre,Hétérosexuel.le,35,stéphanie.ribeiro.9351.8993@club-internet.fr,StéphanieRibeiro84093543,561811b87496d7e7e57aae2909122090c21fc0786d931656375d2dd278d3a557,Toulouse,France,randonnée,voyage,,177.0,84.5
292,Aurélie,Cormier,Femme,Hétérosexuel.le,54,aurélie.cormier.797.9315@gmail.com,AurélieCormier7424055,24545b59c050c69b2080b716041274868c934d663b0ffb0b2bccfdd8496bcb43,Edmonton,Canada,soirées,,,183.8,89.5
293,Monique,Tanguy,Femme,Hétérosexuel.le,64,monique.tanguy.5369.5412@wanadoo.fr,MoniqueTanguy29057028,3a31682492a2de6e034d379437f48559c2ad345f5e083fb540d5a48991b19d92,Marseille,France,sport,photographie,voyage,165.1,89.9
294,Christine,Paris,Femme,Hétérosexuel.le,63,christine.paris.6216.8530@gmail.com,ChristineParis53022480,637888664b8b95583e08b14af764497ab0323dc640c3067fb0fc3171f95bbf58,Bordeaux,France,soirées,animaux,,178.4,64.0
295,Arthur,Lecoq,Homme,Hétérosexuel.le,40,arthur.lecoq.6390.6883@gmail.com,ArthurLecoq43982370,299a075de0f304a6c644d118f6217cfa30e9628fb86135a798d8de804f1357c9,Nice,France,voyage,,,186.3,106.7
296,Alphonse,Riou,Homme,Homosexuel.le,58,alphonse.riou.8902.343@hotmail.fr,AlphonseRiou3053386,c7310a5d394a69dd49d6e7530f400ae8d66e7ea3db542e67667ac75741a9fd44,Marseille,France,musique,,,194.4,67.9
297,Adrien,Leleu,Homme,Autre,53,adrien.leleu.8483.5559@orange.fr,AdrienLeleu47156997,f834597acb6376c6159ef102f648e7ef8e824fe7ab930b6f2182fd6c434d754e,Toulouse,France,théâtre,cuisine,yoga,194.5,76.1
298,Thérèse,Mallet,Femme,Hétérosexuel.le,54,thérèse.mallet.1666.1040@dbmail.com,ThérèseMallet1732640,87fc31a60500f924c9c7589fea6ced317134f440b44dd227d2e22c4e52870aad,Lyon,France,musique,,,152.1,56.9
299,Sabine,Leclercq,Femme,Hétérosexuel.le,29,sabine.leclercq.3264.856@wanadoo.fr,SabineLeclercq2793984,572ce7fc2142681991e5c1a983f6aa163ed998f37c38ea8c3b38b979a06b4a70,Strasbourg,France,dessin,jeu de société,,152.2,47.5
300,Valentine,Bègue,Femme,Hétérosexuel.le,36,valentine.bègue.3863.7367@free.fr,ValentineBègue28458721,a2cc4741106736ce26f5cf387a7b2b87dda8e4b81a4021156a0ff6d9195858cb,Nice,France,voyage,,,183.7,72.5
301,Philippe,Moreau,Homme,Hétérosexuel.le,42,philippe.moreau.5089.4280@tiscali.fr,PhilippeMoreau21780920,297fb5533d27d530994d79b00fbd12fc15d7f7c3a2565194058f23c2d07e3318,Strasbourg,France,photographie,,,176.4,104.4
302,Marcel,Vaillant,Homme,Homosexuel.le,51,marcel.vaillant.6220.4336@gmail.com,MarcelVaillant26969920,f43698dcd34da52369acd3be320c15c4c779c9b0ab00baef5cec031a468191a7,Lyon,France,randonnée,lecture,photographie,194.9,91.6
303,Julien,Gilbert,Homme,Hétérosexuel.le,53,julien.gilbert.6127.4904@dbmail.com,JulienGilbert30046808,7edae2385094e012b9542e50685e5280d267bf9084f02fcb5b766534fac87401,Paris,France,dessin,théâtre,animaux,190.6,60.4
304,Audrey,Gros,Femme,Homosexuel.le,26,audrey.gros.2494.1997@tiscali.fr,AudreyGros4980518,9e5267b5ff98db126c706db14645f0da7e5a815fd332176dd0ec795cff5dc8ad,Paris,France,cinéma,voyage,sport,181.4,76.4
305,Susan,Leconte,Femme,Hétérosexuel.le,31,susan.leconte.1265.7699@dbmail.com,SusanLeconte9739235,1a074c36fc176e7386baf2f6f6e5c5ddb7c6cdca8e43c4e88a7d47ad6d9d1631,Lyon,France,sport,,,152.4,76.1
306,Isabelle,Alves,Femme,Hétérosexuel.le,41,isabelle.alves.4774.8695@voila.fr,IsabelleAlves41509930,bcced610c65d87c4b31caf2575a4fe2953d6dacd76a9088f77feb8686847e0a5,Bordeaux,France,photographie,soirées,yoga,157.4,83.9
307,Aurélie,Vasseur,Femme,Homosexuel.le,61,aurélie.vasseur.7853.3527@ifrance.com,AurélieVasseur27697531,f5db17631323b8d18fdb0557864ece954d9cf7ea56e4e8a5e52f063a0ebff20c,Toulouse,France,jeu de société,jeux vidéo,,172.0,45.2
308,Jules,Jacob,Homme,Hétérosexuel.le,42,jules.jacob.8940.7245@club-internet.fr,JulesJacob64770300,7408dce022fcdb1ad53afc210e8ed5780f0c2c09c23dd64ef4d7e72980c4fa79,Montpellier,France,cuisine,,,170.1,92.6
309,Trevor,Benton,Homme,Hétérosexuel.le,37,trevor.benton.3554.6754@hotmail.com,TrevorBenton24003716,a1d20b27da2f876da891a4d3499e85f2216b9d2e29726e34df0e9bcfa65c9106,Washington,États-Unis,randonnée,,,169.0,105.8
310,Bertrand,Royer,Homme,Homosexuel.le,46,bertrand.royer.5840.9091@gmail.com,BertrandRoyer53091440,c08175f05bfde572a75cb0290dc1ebe58d0b162542775249cfe6cd106db0fe62,Marseille,France,dessin,,,194.6,73.5
311,Christophe,Julien,Homme,Hétérosexuel.le,25,christophe.julien.1005.8469@laposte.net,ChristopheJulien8511345,1854f21ff0396af8aebec123cd2b54daf0adf4178806ee545c600560ad4951c8,Marseille,France,sport,,,173.8,74.2
312,Gabrielle,Charpentier,Femme,Hétérosexuel.le,56,gabrielle.charpentier.8021.2648@sfr.fr,GabrielleCharpentier21239608,c0e3b5174097f8ed51e645c542e16c55f864b45c59feb67ce7690dc5aad82b19,Nantes,France,théâtre,,,173.2,88.7
313,Graeme,Archer,Homme,Autre,41,graeme.archer.6700.653@hotmail.co.uk,GraemeArcher4375100,43f67d758f18021ba59b6cf81e8316f85c75a7cacb48943a3c889eaf51ed3a4b,Liverpool,Royaume-Uni,jeu de société,voyage,animaux,195.0,87.8
314,Michèle,Leroux,Femme,Homosexuel.le,24,michèle.leroux.8010.1777@noos.fr,MichèleLeroux14233770,d166a7d7076fdd0f6a4fefe05e08115c1de7c776c5187514ad91775bd533b16a,Bordeaux,France,sport,randonnée,,170.0,57.7
315,Stéphanie,Maury,Femme,Hétérosexuel.le,34,stéphanie.maury.9255.7411@voila.fr,StéphanieMaury68588805,7f5ab8e9e07afefb52aa784a894d6dba1e8868bc31bebf9ffa1e7bb6cd5fb060,Nice,France,voyage,cinéma,dessin,174.6,88.5
316,Véronique,Racine,Femme,Hétérosexuel.le,60,véronique.racine.5794.5942@hotmail.com,VéroniqueRacine34427948,3d7b8447769e0aee684e0520804757cadc14a1ec1d7f0dd3c4e61ebf5c574f56,Vancouver,Canada,danse,animaux,,168.5,58.6
317,Roland,Martin,Non-binaire,Hétérosexuel.le,62,roland.martin.4954.8118@hotmail.fr,RolandMartin40216572,5a89bf327b7a5ce47ffd2a5ad4359c722c7cfa32b34345f9ef923beff7df388d,Bordeaux,France,randonnée,,,185.8,57.1
318,Gianluigi,Mazzanti,Homme,Hétérosexuel.le,36,gianluigi.mazzanti.3564.5643@gmail.com,GianluigiMazzanti20111652,6f9a08120990fa0176a004a7465334b5579741f7e08e7329b35d58f32c346dd2,Turin,Italie,soirées,,,191.5,101.3
319,Silvio,Serrano,Homme,Hétérosexuel.le,56,silvio.serrano.9508.7633@yahoo.com,SilvioSerrano72574564,3b89d014f16215715914a9a56656e9506e0c62d7abf12111512d17d8821c2ce7,Séville,Espagne,cinéma,photographie,dessin,174.8,96.0
320,Richard,Renard,Homme,Hétérosexuel.le,32,richard.renard.4910.9406@ifrance.com,RichardRenard46183460,c3ecc60550d96ed7db031064c63135cd85566a69741065a60f82116584ac6d73,Marseille,France,voyage,randonnée,,186.6,83.8
321,Noël,Vincent,Homme,Autre,48,noël.vincent.3922.6157@yahoo.fr,NoëlVincent24147754,78d4df72d7fe9fa3dc2dafff71348a07d54b443fdfb9b822b9b98d5d4be81d46,Toulouse,France,cuisine,danse,jeux vidéo,175.2,82.2
322,Olivier,Lemaître,Autre,Homosexuel.le,27,olivier.lemaître.8660.7049@free.fr,OlivierLemaître61044340,a14d3d225ad4dac5f8e3e45b1f21e3371bf53e2e68fb81be995676cb9a3bacf7,Lyon,France,dessin,danse,,152.1,78.3
323,Aurélie,Chevallier,Femme,Hétérosexuel.le,28,aurélie.chevallier.6159.8671@voila.fr,AurélieChevallier53404689,2743b3853259d20ff772a430e3173062879d8c22b089cbdcda91ab269c762427,Paris,France,jeu de société,,,166.9,48.2
324,Jérôme,Meyer,Autre,Hétérosexuel.le,54,jérôme.meyer.7185.16@hotmail.fr,JérômeMeyer114960,d286fd352a7bf7bd9734084c09bb58039665bf73208193a147531d5c62bc2a7b,Strasbourg,France,voyage,randonnée,jeux vidéo,171.0,77.6
325,Grégoire,Lopes,Non-binaire,Homosexuel.le,30,grégoire.lopes.6331.3795@wanadoo.fr,GrégoireLopes24026145,9948d660bcbaf52ecadb2e158128615a86204c11be39726f28c63e0cf4d8dfe8,Montpellier,France,dessin,lecture,théâtre,190.6,55.8
326,Anne,Rémy,Femme,Hétérosexuel.le,24,anne.rémy.1221.3796@live.com,AnneRémy4634916,2873cf09776b986f60377dfa038e2e714eccd0413fed082d46812a98a012c1cc,Montpellier,France,lecture,soirées,cuisine,174.4,52.5
327,Philippine,Bernier,Non-binaire,Hétérosexuel.le,39,philippine.bernier.9076.8062@sfr.fr,PhilippineBernier73170712,c2dd4bc5ececfee8a51083c1c195971bd1007fcc0d5f5c45e7b0dbdfaec9cfa3,Paris,France,dessin,lecture,jeu de société,187.7,70.7
328,Philippine,Evrard,Femme,Hétérosexuel.le,51,philippine.evrard.3838.7339@tele2.fr,PhilippineEvrard28167082,68bd144e76d199d562a7a1062d24b520f5c0ec7e475f3b16a883997de5b78f71,Lyon,France,animaux,lecture,randonnée,171.8,72.2
329,Monique,De Oliveira,Femme,Hétérosexuel.le,65,monique.de oliveira.345.7392@gmail.com,MoniqueDe Oliveira2550240,f17f12737f291617eda1a5cd7b34fd639cdcc31b7669670226e11712bd699069,Nice,France,cuisine,théâtre,jeu de société,151.9,74.2
330,Jacqueline,Masson,Non-binaire,Hétérosexuel.le,37,jacqueline.masson.8861.1286@noos.fr,JacquelineMasson11395246,9b225ee1fbd2982876ca5747740f954eb05a739bc8b0608c8c17593bf0fa6f03,Bordeaux,France,cuisine,,,159.0,53.7
331,Georgia,O'Neill,Non-binaire,Homosexuel.le,62,georgia.o'neill.4088.4989@yahoo.com,GeorgiaO'Neill20395032,9d397c34e095d8ac06ea3e31109bc52ba288ffd9a5c11af60b1401f33966683b,Édimbourg,Royaume-Uni,yoga,lecture,théâtre,173.2,53.2
332,Daniel,Bonnet,Homme,Autre,60,daniel.bonnet.2635.7929@wanadoo.fr,DanielBonnet20892915,359715c54ca42f2c0eb89290890f728e2fa9ac18acadcd18db060fb8dcad5331,Lyon,France,yoga,cinéma,sport,191.3,86.1
333,Jacques,Raymond,Homme,Hétérosexuel.le,45,jacques.raymond.4212.5655@bouygtel.fr,JacquesRaymond23818860,e2de3e8884cf3bd861e927128eca158e76f3b538196028b7f15d899e69e1b9fb,Lyon,France,musique,jeu de société,dessin,189.2,81.3
334,Olivie,Dumont,Non-binaire,Hétérosexuel.le,39,olivie.dumont.747.9530@sfr.fr,OlivieDumont7118910,cc569a3d07217f150b8973f71b6720f45576086849fa0ea2e4ab30c9e3bcf29e,Lille,France,soirées,animaux,yoga,189.8,74.9
335,Henriette,Roche,Femme,Hétérosexuel.le,40,henriette.roche.1866.9178@ifrance.com,HenrietteRoche17126148,0add2b6ae2f3be36b2a301b1c00be015efa9a4ab91b82e95811a692a666bc1e1,Lille,France,sport,jeu de société,randonnée,176.6,56.7
336,Charles,Bègue,Homme,Hétérosexuel.le,62,charles.bègue.2699.4668@hotmail.fr,CharlesBègue12598932,31f13bf778835448f1d0bebbd2f91697adffd168ea02d7851329ca5dae77be26,Marseille,France,théâtre,,,179.0,64.5
337,Victor,De Sousa,Homme,Hétérosexuel.le,51,victor.de sousa.9045.3730@hotmail.fr,VictorDe Sousa33737850,5b29d3f103416dce936ea4eb846cfa07ec998e2401e5ebbe6cb602c92eb73c43,Marseille,France,musique,,,185.0,102.4
338,Théophile,Arnaud,Non-binaire,Hétérosexuel.le,19,théophile.arnaud.4798.6049@ifrance.com,ThéophileArnaud29023102,7d957d0f87efea8c7ff23d44268ab5f785dc3aca1ae5d318dc20c25522caca22,Lyon,France,yoga,jeux vidéo,photographie,183.9,70.4
339,Alfred,Delattre,Homme,Homosexuel.le,37,alfred.delattre.7321.1642@ifrance.com,AlfredDelattre12021082,2f1f7668c6ce1c8d996346affcb863725093535b73b90e0e15499e597883f76b,Lyon,France,musique,jeux vidéo,danse,165.2,109.3
340,Élise,Lévêque,Non-binaire,Homosexuel.le,26,élise.lévêque.1412.4559@dbmail.com,ÉliseLévêque6437308,73aec862061c58fd17df184f815edeb05aba84b8115ae1e19d9a346cc336c9a0,Bordeaux,France,musique,cuisine,jeu de société,175.6,56.3
341,Henri,Dupuy,Homme,Hétérosexuel.le,44,henri.dupuy.4576.729@dbmail.com,HenriDupuy3335904,da7f5c365a1108fa43d80489a1b47989c7505dffc093b5fbd06334a68bbb504f,Bordeaux,France,cuisine,dessin,danse,183.6,62.7
342,Verónica,Porcel,Femme,Hétérosexuel.le,25,verónica.porcel.6536.819@hotmail.com,VerónicaPorcel5352984,8de23d8b68667e2b00190708b45e882ddcad4d41ea31ad108e68c234debfa1f5,Séville,Espagne,soirées,,,163.9,89.9
343,Thibaut,Letellier,Homme,Hétérosexuel.le,35,thibaut.letellier.5695.4644@dbmail.com,ThibautLetellier26447580,9cc15a9f04a99952eae4b23ae3358fc55171e304966306dcc52f6b0dbe10d87d,Toulouse,France,voyage,cinéma,yoga,194.9,108.5
344,Luc,Dupont,Homme,Hétérosexuel.le,43,luc.dupont.1723.6933@noos.fr,LucDupont11945559,676edc89146d21e8088cc5784186af975363c7e79d8f015e011bbb398d641b5c,Nice,France,jeu de société,,,187.2,103.8
345,Daniel,Baudry,Homme,Hétérosexuel.le,53,daniel.baudry.172.6200@free.fr,DanielBaudry1066400,4a95b5c55eb40e89ea96e902585d3845b2a3fe02fd7ebcb8c2ab12173f615cd6,Toulouse,France,photographie,cinéma,,173.2,106.7
346,Théophile,Gilbert,Homme,Hétérosexuel.le,28,théophile.gilbert.2624.1050@wanadoo.fr,ThéophileGilbert2755200,6c2fc86715a80478f7753233c4ed714a8411004f5bb73ac025b38c98955ab542,Nice,France,photographie,,,171.1,71.8
347,Juliette,Étienne,Femme,Hétérosexuel.le,36,juliette.étienne.9227.9065@voila.fr,JulietteÉtienne83642755,7a53ef717cb0f8e18a86335f9f583473d88a933dd6bbc4f155689bf89433fd80,Marseille,France,sport,,,178.3,60.8
348,Gabrielle,Fabre,Femme,Homosexuel.le,18,gabrielle.fabre.532.82@yahoo.fr,GabrielleFabre43624,059092a425f1eae52cad88f719b5bdf56302e845c7bbfab984da477deaa6f164,Lyon,France,photographie,théâtre,lecture,161.9,81.9
349,Vesna,Oestrovsky,Femme,Hétérosexuel.le,51,vesna.oestrovsky.3619.7815@googlemail.com,VesnaOestrovsky28282485,d7c650fb1e7a356d10c46305a5b3d742f9d8131a1d305723729f0e5921f12e63,Munich,Allemagne,danse,,,166.4,46.1
350,Timothée,Renard,Homme,Hétérosexuel.le,23,timothée.renard.8679.1451@club-internet.fr,TimothéeRenard12593229,43e352a5a0d8b2eb35d79b321f0c3948037cd37c5a649161858ca5fd2567fec3,Nantes,France,cuisine,,,167.5,68.2
351,Paulette,Roux,Femme,Hétérosexuel.le,27,paulette.roux.1919.9673@tele2.fr,PauletteRoux18562487,939be25f5beee27d1886a544fde01ecf58e92cfa421a99b7e58994d4d1cbe2b4,Marseille,France,danse,,,165.7,83.2
